Player_ID,Player_Name,Age,Position,Total_Distance_3_Matches_KM,Top_Speed_KMH,Average_Sleep_Hours,HRV_Score,Matches_Played_Consecutive,Training_Intensity_RPE,Previous_Injuries_Count,Injury_Risk
734,Player_734,31,Goalkeeper,21.40954634633079,31.6447931065897,6.870621028245259,69.0,13,7,4,1
735,Player_735,18,Midfielder,29.234566189564628,25.599936267426656,7.367233918593216,84.0,4,9,2,0
736,Player_736,31,Defender,32.645230564808244,34.264310882312856,7.576591166020575,69.0,2,3,4,0
737,Player_737,24,Goalkeeper,34.008716858758085,32.12984853877498,6.459878355319401,52.0,2,5,4,0
738,Player_738,24,Defender,38.21537891981942,29.44422113149095,9.030896143394944,44.0,2,1,4,0
739,Player_739,33,Forward,28.871143085766455,25.177864939499717,5.111055633070355,34.0,7,8,2,1
740,Player_740,28,Defender,35.317108616865184,31.508357026528543,7.329053142229648,69.0,4,1,2,1
741,Player_741,35,Defender,34.63438556977391,25.139236113325783,8.333399537123164,47.0,4,1,2,0
742,Player_742,26,Midfielder,33.69040251634368,25.013239752999198,9.423857031259463,50.0,1,7,2,0
743,Player_743,25,Forward,36.01208232855531,31.777084183642902,9.30351037860567,32.0,4,8,0,1
744,Player_744,21,Forward,26.486229276701906,27.079187740680098,7.052441736580851,75.0,6,3,1,1
745,Player_745,22,Midfielder,22.116218839615726,27.11076304689905,7.8589687069800505,82.0,2,2,0,0
746,Player_746,18,Defender,22.981791800993584,32.18598722416018,6.365426416775806,49.0,4,7,3,0
747,Player_747,29,Goalkeeper,25.614559566347527,25.590669067333117,6.809066577281202,88.0,11,10,0,0
748,Player_748,22,FW,32.50494838806963,28.44746117622012,9.437594755438298,50.0,7,5,0,0
749,Player_749,21,Forward,41.0110687636505,26.64375092356221,9.584223959154844,80.0,13,1,0,0
750,Player_750,17,Defender,37.53233355220961,31.381940067761875,9.372484348402118,54.0,9,2,1,1
751,Player_751,22,Defender,39.726015105051175,32.279416702001356,4.830225170881829,97.0,2,3,4,0
752,Player_752,22,Forward,28.774390598152287,32.93249438958948,9.100504127983818,39.0,8,6,3,1
753,Player_753,32,Defender,30.11634354121375,27.80754338610422,9.690182386128882,96.0,14,1,3,0
754,Player_754,20,Goalkeeper,29.84204714976532,25.981747268002422,6.167498167441628,38.0,6,8,1,1
755,Player_755,27,Forward,24.79682961011254,25.865520226360875,7.111877736530015,58.0,8,2,0,0
756,Player_756,25,Goalkeeper,21.5304164535893,29.68766703295796,,66.0,2,5,4,0
757,Player_757,19,Goalkeeper,34.77290232068067,35.40428849968987,7.372468825393892,67.0,14,8,2,1
758,Player_758,35,Defender,44.73041708551465,27.395019376717272,9.960901130237497,88.0,11,5,1,0
759,Player_759,24,Goalkeeper,24.17074262375657,27.82415761475704,,86.0,1,8,4,0
760,Player_760,21,Defender,21.167120497481843,26.10977682316445,8.283656267244265,89.0,7,6,1,1
761,Player_761,20,Midfielder,39.48829204559833,31.661273012833234,8.755546841179266,57.0,13,7,1,1
762,Player_762,22,Defender,26.314650167118103,32.478601613418924,6.964602494550636,57.0,9,8,2,1
763,Player_763,18,Goalkeeper,40.74109513382321,32.07224328976836,9.141902834268254,75.0,9,3,4,1
764,Player_764,27,Midfielder,37.598416675862886,34.47243267349259,7.2769275472431785,96.0,2,5,0,0
765,Player_765,20,Defender,43.64183842627011,30.350684185286788,6.469904780809788,84.0,4,10,4,0
766,Player_766,31,Goalkeeper,30.223180893916798,26.47902744843771,4.646942043111682,67.0,13,7,4,1
767,Player_767,22,Forward,36.54924598626585,28.18345643774854,6.360481458102545,47.0,1,9,0,0
768,Player_768,33,Forward,31.62136952033177,32.28672970763487,8.403618728399705,92.0,11,6,2,0
769,Player_769,22,Defender,35.76471743271359,31.74434171115716,9.527718470080643,34.0,7,10,4,1
770,Player_770,35,Defender,31.239972650193433,30.841034427172588,5.510076423161862,73.0,2,1,0,0
771,Player_771,18,FW,24.715806160601872,32.51260860557556,6.131413103983016,58.0,4,8,1,0
772,Player_772,31,Goalkeeper,32.69743540008452,32.01129935410629,4.923765964626558,43.0,12,6,1,1
773,Player_773,27,Goalkeeper,33.21460503593606,34.69457378411447,8.144337365373813,87.0,2,1,0,0
774,Player_774,24,Goalkeeper,40.265096206504026,31.446180152261263,9.761130580059552,73.0,1,4,1,0
775,Player_775,35,Defender,38.38801764483953,33.564614945706126,7.845713319089053,47.0,7,6,4,1
776,Player_776,29,Midfielder,36.5947905985361,27.735778715631145,7.702459180037358,36.0,6,10,0,0
777,Player_777,28,Midfielder,22.834677388814313,32.460008430479746,7.320939583002604,91.0,2,1,4,0
778,Player_778,21,MF,38.015407266592874,34.924135302209436,4.530734444113219,74.0,14,10,3,1
779,Player_779,22,Midfielder,32.50762890886287,29.243055606898167,8.377022958576301,45.0,4,5,2,0
780,Player_780,20,Midfielder,42.35248840265398,33.570146060725115,7.612297261296105,,12,3,2,1
781,Player_781,35,Defender,42.99677335326357,32.97268231314979,7.968860613137722,,11,7,2,1
782,Player_782,17,Defender,21.378914765044637,25.65478816559005,9.39286655816453,54.0,3,8,0,0
783,Player_783,33,Midfielder,40.516039008861966,31.396591405864797,8.703764722366108,38.0,12,3,3,1
784,Player_784,28,Defender,20.942434760566766,26.432082841208825,8.685491512927157,84.0,3,10,2,0
785,Player_785,31,Defender,29.179240642375568,35.640510894536504,9.563102613276087,57.0,3,3,4,0
786,Player_786,17,Midfielder,33.55749939052698,33.92548252970722,9.939609708777997,38.0,11,3,2,1
787,Player_787,30,Goalkeeper,23.702519965678185,26.206961813718323,7.487696391766358,41.0,4,6,3,0
788,Player_788,22,Defender,38.65784531422692,26.33927197412446,4.653289696186994,47.0,1,6,4,1
789,Player_789,21,Goalkeeper,20.208867604303464,31.539212404038807,6.754779446652618,85.0,1,3,4,0
790,Player_790,27,Defender,24.21497621085092,28.793780915905018,8.725606878769867,87.0,7,6,0,0
791,Player_791,20,Defender,34.519920746336894,25.383964449804203,4.166351948571095,80.0,5,9,0,1
792,Player_792,29,Midfielder,37.85968905093231,30.958056586163586,4.341324630136894,61.0,3,8,1,1
793,Player_793,27,Defender,42.916077567347905,29.266296096544316,4.4029466942969275,77.0,9,7,3,1
794,Player_794,19,Forward,37.63741629836559,26.11184141608917,8.386214549969864,37.0,5,7,4,1
795,Player_795,17,Forward,36.79448175637165,33.82112431481581,7.006999771379032,59.0,10,8,3,0
796,Player_796,22,Midfielder,29.85852865876661,35.06584441806687,6.213387661123561,55.0,3,7,2,0
797,Player_797,34,Goalkeeper,20.032110638170035,33.32253327415543,4.6337022715704155,53.0,9,3,2,1
798,Player_798,26,Goalkeeper,23.00398146839055,34.04664541017905,8.393441501235335,56.0,1,8,1,0
799,Player_799,21,Goalkeeper,33.36386361890098,27.38139623992729,5.926118863305398,68.0,14,8,4,1
800,Player_800,26,Forward,36.878247146110496,27.89930246010461,5.591944420388003,95.0,9,1,4,1
801,Player_801,28,Goalkeeper,30.43620709741156,27.293802943291066,7.913915209321305,80.0,14,10,1,1
802,Player_802,18,Goalkeeper,38.26697528820976,33.415697745021205,7.354065355581051,79.0,5,5,2,0
803,Player_803,29,Midfielder,33.04655738330447,35.42708786827947,6.1744638508798095,74.0,6,5,4,1
804,Player_804,24,Goalkeeper,21.854404889857804,32.88520927407293,7.848924824833529,62.0,2,1,3,0
805,Player_805,18,Forward,24.80040627419872,34.69613441367512,5.627329122304709,48.0,8,6,4,1
806,Player_806,17,Forward,40.999955581098575,32.025690043714896,8.76898156962596,42.0,3,6,2,0
807,Player_807,21,Forward,38.12281866561099,29.26425890614679,5.375913701845923,51.0,1,4,4,1
808,Player_808,25,MF,42.369049675312375,29.683377764233356,4.953026172292094,49.0,7,6,4,0
809,Player_809,33,Midfielder,22.938931228023414,25.828535753841454,8.69463645699325,34.0,12,6,0,0
810,Player_810,25,Defender,44.755563365376844,25.346029147706286,8.247352184187598,61.0,3,1,4,0
811,Player_811,27,Goalkeeper,25.23516784874834,32.65023164607985,5.095833854210791,59.0,4,5,1,0
812,Player_812,31,Midfielder,20.29449690716605,29.82271781212299,4.697474516139628,55.0,5,2,1,0
813,Player_813,22,Forward,44.93557347633885,31.074365748600925,9.030394530920152,33.0,1,7,3,0
814,Player_814,19,Forward,27.026847136127827,31.13427372384658,8.659590893180129,96.0,11,9,4,0
815,Player_815,33,Midfielder,36.70048631281399,28.051133946666315,5.963544242197985,72.0,11,9,3,1
816,Player_816,21,Midfielder,24.41705785440763,30.2348176191244,7.9491844492802,59.0,9,9,2,0
817,Player_817,28,Midfielder,34.50571330497854,30.178362438344724,4.744961119286865,45.0,7,7,2,1
818,Player_818,34,Defender,42.60087466136398,29.272699433506425,7.0422859542860685,68.0,2,7,0,0
819,Player_819,30,Forward,28.004529185710965,34.02742921741178,4.112381752362519,70.0,13,1,0,1
820,Player_820,27,Defender,36.75634940110898,29.962804040563555,6.349611285529333,,1,6,4,0
821,Player_821,25,Defender,24.697589719960412,31.640089769565865,4.449056928828431,78.0,14,5,4,1
822,Player_822,18,Goalkeeper,35.61988496796813,34.85072132418909,6.850883080941295,42.0,11,8,3,0
823,Player_823,28,Forward,28.411258795437753,34.52856985144815,6.530089881117366,70.0,2,8,3,0
824,Player_824,19,Forward,25.280206464698793,34.794644241570815,6.6663101598283365,57.0,3,4,4,0
825,Player_825,19,Midfielder,27.82955126759088,27.970054961115153,4.271987812287964,93.0,12,1,4,1
826,Player_826,17,Midfielder,24.471026712694986,25.384807371388693,6.169698047690995,,3,6,0,0
827,Player_827,24,Goalkeeper,42.54790269594707,27.87173479884862,8.5389030945995,54.0,8,10,0,0
828,Player_828,24,Defender,29.929672157928223,28.065780801827795,6.21348624012172,67.0,5,1,0,0
829,Player_829,27,Midfielder,26.131982624359182,35.00296359397465,8.291031715657484,32.0,9,5,4,1
830,Player_830,25,Midfielder,31.21019602539832,32.141670061217674,6.216872341802399,31.0,3,5,3,1
831,Player_831,21,Forward,28.01340417016239,25.898743555624517,6.539436648941119,34.0,6,3,1,1
832,Player_832,30,Forward,38.61048134533315,26.489164556122113,7.383352676975597,90.0,4,5,1,0
833,Player_833,19,Midfielder,44.28049779713736,26.71243738096173,9.704091620842494,49.0,8,6,3,0
834,Player_834,21,Forward,30.95084141744117,31.934639229858156,4.653162679879931,67.0,12,5,3,1
835,Player_835,21,Goalkeeper,41.525834999306014,33.08955428057703,4.197482611967042,65.0,1,1,3,1
836,Player_836,35,Midfielder,34.146576838990484,34.45608301621936,7.647743102860271,75.0,4,7,0,0
837,Player_837,30,FW,23.930891627355837,35.347002058868675,9.694582533570557,66.0,7,3,2,0
838,Player_838,20,Goalkeeper,37.26556855203354,27.21875013125086,9.938338795328288,83.0,9,7,4,1
839,Player_839,29,Forward,32.835862428145504,28.40749733196454,6.904985484352011,50.0,13,5,0,1
840,Player_840,26,Forward,36.26516308130259,27.64355168819314,6.80848972651059,50.0,1,3,1,0
841,Player_841,34,Forward,42.242185314291625,28.946377242127515,7.869782624471177,99.0,8,6,4,0
842,Player_842,24,Midfielder,31.01086426640115,35.06131618166124,7.333808543229819,89.0,2,1,3,0
843,Player_843,24,Defender,42.52944058043389,31.326238236332976,7.804528345684709,65.0,4,6,1,0
844,Player_844,23,Forward,38.76672535704137,33.12011087056949,9.243996553227365,40.0,4,4,3,0
845,Player_845,24,Goalkeeper,32.21512314694962,30.3913115973946,8.477837016925655,60.0,14,4,3,1
846,Player_846,30,Midfielder,35.080553391449094,25.31743704669737,6.981264350120774,66.0,8,5,3,1
847,Player_847,35,Midfielder,28.139528312975287,25.706150345975956,6.771186754001017,89.0,11,9,4,1
848,Player_848,22,Goalkeeper,44.589932493469355,30.917153343946744,7.837610491078696,90.0,2,1,1,0
849,Player_849,17,Forward,36.683779076259896,32.90667938302028,6.734237706521785,96.0,7,3,1,0
850,Player_850,31,Defender,21.09617131241575,27.368635802816048,6.746676107593839,58.0,3,4,3,0
851,Player_851,17,Forward,28.16554764370022,32.94100531391534,4.0978354107190285,96.0,9,2,0,1
852,Player_852,33,Goalkeeper,35.582860843976434,33.91732350831864,5.044384824443851,96.0,5,9,2,0
853,Player_853,17,Midfielder,21.408331944980993,29.530872261983223,6.931081839974518,,14,7,0,1
854,Player_854,31,Defender,20.59710478297857,33.210611561285155,8.935920754302215,74.0,12,1,4,1
855,Player_855,18,Midfielder,31.250605988195062,29.444329453613058,5.672362040362745,63.0,8,9,2,1
856,Player_856,30,Goalkeeper,28.31725449231675,32.46185692400522,7.135860598786894,73.0,5,6,0,1
857,Player_857,24,FW,30.957465200829148,33.40396754251498,6.069772508555393,71.0,1,2,1,0
858,Player_858,24,Defender,26.56733274700013,35.91119280138922,4.628823937237534,64.0,9,1,0,1
859,Player_859,35,Midfielder,24.117943673574523,28.799363282699556,9.749790898427804,59.0,10,6,3,0
860,Player_860,23,Midfielder,37.22858392450844,29.521448586320727,9.12804322150181,82.0,11,7,4,1
861,Player_861,35,Midfielder,32.86427790669501,26.821820653511885,4.470954546801439,87.0,12,10,0,1
862,Player_862,22,Forward,25.00385528123417,27.244803642419875,8.318723574809708,57.0,7,6,0,0
863,Player_863,22,Defender,27.98973565649996,32.627345028582155,6.085479426145001,44.0,4,7,2,0
864,Player_864,19,Forward,34.79519769158315,35.087501491699236,9.969098842370755,67.0,7,6,3,0
865,Player_865,23,Forward,21.805733706811946,29.340654468273648,5.814391118973866,79.0,5,8,2,0
866,Player_866,35,Forward,23.68632523165449,26.978288915190955,5.4324306721756,42.0,10,2,4,0
867,Player_867,24,Goalkeeper,21.831140102684753,28.136094493212934,7.407343289832431,64.0,14,9,4,1
868,Player_868,26,Goalkeeper,40.30793331785297,30.005568752889523,9.010756980059224,53.0,9,9,3,0
869,Player_869,31,Goalkeeper,38.81023083030023,28.19715362301905,5.155113230918788,94.0,2,9,2,0
870,Player_870,31,Defender,38.83282329698143,27.569369914340527,8.256416618315988,47.0,4,7,3,0
871,Player_871,17,Forward,37.9081335869007,33.09582937632788,4.36843949884673,87.0,6,9,2,1
872,Player_872,23,Forward,36.73463559174673,25.086294133646856,9.513608458662983,,11,1,1,0
873,Player_873,20,Goalkeeper,31.924797884454374,30.931535800701315,4.486449496883793,58.0,5,3,3,1
874,Player_874,22,Forward,36.05695408767787,33.73143487732729,9.485388258064976,73.0,1,2,4,0
875,Player_875,17,Forward,20.959038869699366,27.92851114949215,6.944843496716217,34.0,9,1,2,1
876,Player_876,21,Midfielder,35.53661056641961,31.636206616732192,6.688546676775519,62.0,9,5,1,1
877,Player_877,17,FW,39.44694263842193,32.3579011618048,9.839842477002259,34.0,3,1,4,0
878,Player_878,20,Midfielder,32.508959009609754,32.20527166045599,9.942305066189315,65.0,4,3,2,0
879,Player_879,18,Forward,28.93783321068092,29.904345976185894,7.901068755766072,42.0,4,6,1,0
880,Player_880,26,Defender,26.93566837002448,28.812357866633572,4.7627157511422915,,10,6,4,1
881,Player_881,21,Goalkeeper,36.07005125405206,34.19516480330595,7.037020513931215,87.0,8,3,4,1
882,Player_882,26,Midfielder,37.32002996574772,33.34290552699851,7.174978605733974,31.0,6,4,1,1
883,Player_883,17,Goalkeeper,41.774189996563564,28.53380690755304,7.086678568811858,65.0,2,7,4,0
884,Player_884,22,Midfielder,28.55835206152477,26.13321113886427,7.416951031120059,54.0,4,6,2,0
885,Player_885,29,MF,39.24430768463964,25.78988299990016,4.1123482827663445,63.0,1,2,2,0
886,Player_886,31,Midfielder,34.033895604733445,26.037035756888297,8.267363688823014,41.0,3,9,4,0
887,Player_887,20,Defender,42.07091226695198,31.41156297311247,8.274365811717928,48.0,4,6,0,0
888,Player_888,29,Forward,33.19530270739052,25.568283934118888,4.692818651067327,66.0,8,2,1,1
889,Player_889,31,Midfielder,32.940745709949184,28.706195624604423,7.421436654674804,,3,7,0,0
890,Player_890,24,Defender,34.44692703602273,33.28519672105652,7.410167094614648,89.0,5,10,2,0
891,Player_891,21,Midfielder,38.732883878560855,28.23782983166916,8.094702521142402,96.0,1,10,4,0
892,Player_892,31,Forward,44.117261970711525,33.39638884898143,4.512386152810486,78.0,13,4,3,0
893,Player_893,20,MF,21.83908385539414,33.200137420277606,7.759019843596578,75.0,4,1,3,0
894,Player_894,28,Defender,21.33586505977543,27.70409845896538,5.684511704478047,77.0,2,10,0,0
895,Player_895,29,Forward,43.43875843518346,33.0170439810202,7.042017942977031,97.0,4,9,0,0
896,Player_896,18,Defender,33.246890637955154,33.22554302099311,8.63994131622446,48.0,5,10,0,0
897,Player_897,35,Forward,35.3725753641734,29.371993182337295,8.233875618178079,69.0,3,8,2,0
898,Player_898,35,Forward,32.060590039868224,27.3146253211567,4.7134181060679605,35.0,14,5,2,1
899,Player_899,20,Goalkeeper,22.34143631518686,30.73397887581056,7.547108722696439,92.0,6,3,4,0
900,Player_900,20,Goalkeeper,39.20223446046666,35.13537346800216,9.814699185644432,64.0,12,4,2,1
901,Player_901,27,Goalkeeper,38.68061612721468,32.03578405675268,4.940616624010014,90.0,2,3,4,0
902,Player_902,21,FW,27.7925830373203,26.902147473899873,9.11744252635249,34.0,5,10,4,1
903,Player_903,27,Midfielder,27.65598113071001,32.510326172068716,8.215288483322661,66.0,4,8,0,0
904,Player_904,26,Defender,40.94603452263796,29.699233300100182,8.644019877458557,40.0,5,5,3,0
905,Player_905,24,Defender,21.808931443533165,31.506816770909104,5.691749962855873,69.0,13,8,0,1
906,Player_906,22,Defender,42.02762870891415,33.074704385254186,5.7273335762790545,94.0,9,1,2,1
907,Player_907,22,Goalkeeper,26.41654224739786,30.664420866658894,,37.0,6,9,1,0
908,Player_908,24,Forward,34.824618693887345,33.953823720306396,6.158992192555352,40.0,7,10,2,1
909,Player_909,31,Goalkeeper,43.39985447504444,32.94371137248291,4.378092344156863,,14,3,3,1
910,Player_910,30,Midfielder,36.95306253841616,31.765806740203615,7.6035802214767,77.0,11,1,2,1
911,Player_911,27,Forward,30.360745311675913,26.658720974155866,4.748906014251056,42.0,8,3,3,1
912,Player_912,28,Defender,37.23835522263538,34.19544022002725,8.77957744844745,89.0,9,2,1,0
913,Player_913,29,Goalkeeper,28.599490907909257,35.29496143851797,7.850478655006344,78.0,14,7,1,1
914,Player_914,24,Goalkeeper,26.931460408729652,26.506616361902243,9.248359031327249,96.0,5,10,4,0
915,Player_915,34,Midfielder,44.91708194836699,30.370652423767737,8.709023498695812,36.0,8,4,2,1
916,Player_916,17,Midfielder,38.769755779494695,27.84777616167555,4.672681890029176,54.0,2,7,4,1
917,Player_917,31,Goalkeeper,36.11799943454544,33.29975638168121,6.286424058606533,52.0,10,3,0,0
918,Player_918,24,Midfielder,28.88224108048297,32.9379259960517,8.647361499487523,80.0,9,6,0,0
919,Player_919,27,Defender,21.229020728876204,26.549736326274385,6.504048839597955,76.0,2,7,0,0
920,Player_920,28,Midfielder,20.77642190087889,34.64729998387801,9.83419290867987,34.0,13,7,0,0
921,Player_921,28,Midfielder,33.854531386219975,26.990703703758026,8.414442699360695,42.0,12,5,0,1
922,Player_922,20,Goalkeeper,39.05081802597628,33.76984928212919,4.092999500141926,71.0,5,6,2,0
923,Player_923,32,Goalkeeper,33.43447976109638,30.02678395590805,9.279914149365018,34.0,6,3,4,1
924,Player_924,20,Forward,41.019626798477866,28.610995229139665,4.604828709211345,52.0,4,4,4,1
925,Player_925,21,Forward,20.83566332733054,26.74063188941635,4.8431423450805156,91.0,8,6,3,1
926,Player_926,21,Goalkeeper,29.168801910648504,26.843756817612924,8.406954403666305,30.0,10,3,0,0
927,Player_927,24,Midfielder,25.92675977935445,32.2807961017099,9.189811356582881,83.0,3,7,1,0
928,Player_928,26,MF,31.181824203928052,31.054734267418326,7.218097767397336,32.0,11,3,3,0
929,Player_929,33,Forward,21.809409829853063,26.34293963816356,5.734298397674675,93.0,13,9,3,1
930,Player_930,25,Forward,43.85329103927681,26.239676464821578,6.107893271519053,80.0,5,4,2,0
931,Player_931,35,Forward,25.581385026734022,25.795416322500706,6.0573359775763365,31.0,2,2,3,0
932,Player_932,30,Defender,43.05769438708962,33.181440821108986,5.960068622857073,78.0,3,6,1,0
933,Player_933,24,Defender,30.647328875917047,32.83070293752218,5.457458030929899,60.0,8,9,4,1
934,Player_934,25,Forward,44.63810333138045,25.642740899400327,7.6532025677753985,32.0,11,10,3,1
935,Player_935,27,Midfielder,33.85145958650527,31.162970831566703,9.402431911390403,,5,10,2,0
936,Player_936,17,Forward,43.27082160439519,25.931437707669588,5.842494478500047,65.0,14,2,0,1
937,Player_937,30,Defender,20.13372471735557,34.94120347669836,5.1201657847684725,93.0,3,4,1,0
938,Player_938,21,Midfielder,38.705970154522504,34.97829161098146,,61.0,5,5,0,0
939,Player_939,30,Defender,42.576266327562884,32.68056288794443,8.45069998533822,47.0,9,9,3,1
940,Player_940,20,Midfielder,23.493014174473853,35.18807813583395,9.585022189359464,63.0,3,7,4,0
941,Player_941,17,Defender,22.403146293303788,33.925983334550594,4.993118413629458,85.0,12,5,2,1
942,Player_942,35,Midfielder,30.61431517964889,34.113924335197545,4.865507884699549,96.0,10,6,1,1
943,Player_943,24,Midfielder,43.34197265332338,31.266786356269265,7.24857636582998,82.0,7,9,4,1
944,Player_944,31,Midfielder,33.55966400476097,28.366651180377936,7.686601929010571,96.0,8,4,1,0
945,Player_945,31,Midfielder,33.1864115930433,27.39579026628064,6.881040651157537,95.0,5,2,2,0
946,Player_946,25,Goalkeeper,23.528152957483048,28.59920024242822,7.593799817943253,93.0,3,5,2,0
947,Player_947,25,Defender,20.01973777733047,31.913449730979682,5.082278613250428,96.0,11,7,3,1
948,Player_948,26,Defender,40.25350226863653,26.899221894156387,6.8776825249845,68.0,6,4,1,0
949,Player_949,25,Goalkeeper,22.189364074655956,27.845042603010537,7.948555365638007,67.0,13,1,3,1
950,Player_950,19,Midfielder,35.8462454683831,30.14866949075011,6.5962386954922225,69.0,12,8,1,0
951,Player_951,27,Midfielder,42.86541136287978,27.563551083770772,8.076684014899588,48.0,3,5,1,0
952,Player_952,22,Defender,25.216297828960776,31.47508036687668,6.707147683323038,34.0,9,10,0,1
953,Player_953,18,Goalkeeper,36.631820905922766,35.15493631301963,6.001597485053663,98.0,2,2,3,0
954,Player_954,23,Midfielder,21.967464417687736,33.22898302273439,5.821630282522554,43.0,13,3,1,1
955,Player_955,34,Midfielder,35.093878595940325,32.33069275563804,6.465412353931528,78.0,3,10,1,0
956,Player_956,18,Midfielder,24.098293023830067,31.40993623582157,4.138537736093205,93.0,7,10,2,1
957,Player_957,33,Forward,38.39883901287945,30.367427001827714,8.011150830676682,86.0,14,5,0,1
958,Player_958,27,Goalkeeper,27.530782369847707,27.052202455981256,9.07063384588157,64.0,14,4,2,1
959,Player_959,28,MF,31.584775220116157,34.84181500969552,6.127762566658712,34.0,10,9,3,0
960,Player_960,35,Forward,34.98576355069054,27.7338960221412,4.276198816850311,68.0,8,9,3,1
961,Player_961,23,Goalkeeper,24.28183526665599,26.004397653359767,9.920653584313346,53.0,5,8,1,1
962,Player_962,22,Midfielder,38.54094546544052,33.25016697151565,5.582189532706401,69.0,5,2,4,1
963,Player_963,17,Defender,27.566008515920366,26.93177087764283,4.759726730144638,79.0,5,5,2,0
964,Player_964,33,Forward,36.559296497818835,29.090855994952936,6.218515047838167,87.0,4,8,3,0
965,Player_965,27,Forward,23.95707626748434,25.311134211200777,8.431342243801339,,9,8,1,0
966,Player_966,34,Midfielder,37.202941480158756,26.50774736794493,5.763499581343394,72.0,6,7,1,1
967,Player_967,33,Midfielder,23.204701820261544,26.90523993835903,7.448219223516927,68.0,13,4,2,1
968,Player_968,23,Forward,30.63391240674959,25.59851140525196,6.493359966622853,39.0,12,3,1,1
969,Player_969,33,Defender,26.18015184347192,32.2232265228513,,31.0,13,8,0,0
970,Player_970,25,Defender,38.70938123570457,34.20708575383429,5.981722074952661,92.0,8,8,4,0
971,Player_971,33,Goalkeeper,26.550875112671864,29.106469470025353,8.3492230342844,45.0,8,10,2,0
972,Player_972,24,Midfielder,42.042932659884904,34.62034124390021,7.672023383988674,66.0,5,5,2,0
973,Player_973,33,Defender,42.29550528516532,27.34681232016139,4.7186702793013655,45.0,12,3,2,1
974,Player_974,23,Goalkeeper,24.911032880569646,28.579294659173634,4.979934458285851,56.0,9,5,1,1
975,Player_975,17,Defender,35.34614862519311,26.658106923342853,7.8444001558446725,92.0,2,4,1,0
976,Player_976,29,Midfielder,22.19294104299911,31.826151149608986,8.880492485925213,93.0,14,8,2,0
977,Player_977,35,Goalkeeper,29.788427490040732,29.618565499573375,6.096846975749015,61.0,8,2,2,0
978,Player_978,35,Goalkeeper,37.83304323753181,31.746116815260883,7.571864511060701,38.0,3,8,0,0
979,Player_979,33,Goalkeeper,36.48558117124791,33.37842395933602,5.0238615325126315,40.0,7,10,3,1
980,Player_980,29,Defender,35.6175167351652,31.002733176362433,5.868258021431943,99.0,13,6,0,1
981,Player_981,32,Midfielder,27.06352159156109,31.903933903919665,4.121621234038315,59.0,9,4,2,1
982,Player_982,24,Goalkeeper,29.45062373586005,35.28775345833766,8.609655686797137,44.0,14,3,1,1
983,Player_983,35,Forward,22.573653617507155,28.289707405697275,6.4060589186378,88.0,11,10,1,1
984,Player_984,34,Midfielder,37.97557051084003,28.950803324973485,,77.0,5,5,2,0
985,Player_985,17,Forward,32.597219919781836,32.894736978802705,8.250237976136358,89.0,11,6,3,1
986,Player_986,30,Forward,37.71914080864136,31.724360687609256,8.972465594370862,97.0,8,1,4,0
987,Player_987,35,Goalkeeper,26.22358811992182,26.963861949936863,5.713952017497297,86.0,4,1,4,0
988,Player_988,31,Goalkeeper,28.110955715876656,29.137620410115392,5.110652382567071,93.0,14,10,0,1
989,Player_989,34,Defender,28.355383431502865,30.146218144371865,9.831434095910023,83.0,1,3,3,0
990,Player_990,18,Defender,20.643560243680405,29.613288217652283,8.303966722245217,83.0,1,2,4,0
991,Player_991,33,Defender,28.52619682076559,26.96102289154245,9.004253607560022,88.0,6,1,3,0
992,Player_992,34,Midfielder,40.08261433795084,35.16873100962688,4.078800242259602,68.0,8,8,1,1
993,Player_993,22,Defender,42.432462393743464,33.385506378633735,6.12676972177532,44.0,10,1,1,1
994,Player_994,35,FW,32.95545789089819,30.294914153186376,8.45690014346399,57.0,2,10,3,0
995,Player_995,20,Defender,31.387542380480504,32.480671311375204,4.4678969979399,65.0,11,8,2,1
996,Player_996,17,Goalkeeper,20.770615467484255,34.870109393490736,7.404039577413614,83.0,4,5,4,0
997,Player_997,24,Defender,41.98010843963456,26.497915565977284,6.574436604730019,46.0,3,4,4,1
998,Player_998,23,Midfielder,20.32525533564682,27.754103557776755,4.105699042846644,51.0,13,8,1,1
999,Player_999,19,Midfielder,43.618752005255296,30.969713719823098,,65.0,9,8,0,1
1000,Player_1000,26,Forward,32.230406217202265,33.78911408487595,5.7087519344002855,58.0,3,8,4,0
1001,Player_1001,26,Midfielder,28.548362339368165,25.3988038498568,4.6711596780779345,84.0,11,3,1,1
1002,Player_1002,35,Defender,43.1054608710665,35.82419965215996,7.7892214584559625,71.0,8,8,1,1
1003,Player_1003,30,Goalkeeper,20.609774827752418,30.003972631706368,5.454387257511334,61.0,14,1,3,1
1004,Player_1004,18,Midfielder,34.53562237172718,28.951542546838954,5.665716997716331,43.0,7,4,3,1
1005,Player_1005,17,Forward,33.72331311248344,28.21996881623749,9.389431589200885,47.0,1,5,3,1
1006,Player_1006,34,Defender,25.483010030284554,26.917923784159587,6.802738556158837,67.0,8,6,0,0
1007,Player_1007,23,Forward,30.722185783755265,33.70731299823031,6.352768881815634,63.0,9,5,4,1
1008,Player_1008,24,Midfielder,36.306600148594256,35.50955581220706,8.343226229888304,74.0,8,5,0,0
1009,Player_1009,17,Midfielder,38.17827992204819,29.55009230329938,9.457682781297473,61.0,10,5,0,0
