User_ID,Age,Gender,Influencer_Type,Follower_Count,Content_Format,Product_Category,Product_Price_THB,Aesthetic_Score,Social_Proof_Comments,Discount_Code_Available,Time_Spent_Watching_Seconds,Purchase_Intent
781,19,Female,Micro,2610855,Static Post,Health,4399.0,,1061.0,Yes,15,0
782,20,Male,Macro,9463407,Static Post,Tech,2169.0,4.0,3496.0,No,41,1
783,20,Female,Micro,8163170,Static Post,Home,2755.0,5.0,4222.0,Y,132,1
784,17,Non-binary,Macro,7795833,Static Post,Beauty,4233.0,7.0,1126.0,Yes,170,0
785,21,Male,Mega,2518850,Live Stream,Beauty,4367.0,7.0,1989.0,Yes,34,1
786,23,Female,Macro,2787655,TikTok/Reels,Health,4954.0,6.0,2524.0,No,80,0
787,25,Female,Micro,9593496,Static Post,Tech,3583.0,10.0,3300.0,Yes,61,1
788,26,Male,Macro,8661767,Carousel,Tech,512.0,,2770.0,Yes,65,1
789,24,Male,Micro,2149652,Live Stream,Fashion,790.0,6.0,4180.0,No,63,0
790,22,Male,Mega,5045661,Static Post,Health,2761.0,4.0,1382.0,Yes,80,0
791,20,Female,Macro,5597003,Carousel,Tech,4216.0,3.0,4881.0,Yes,136,0
792,26,Female,Micro,8223819,Static Post,Fashion,2797.0,1.0,4167.0,No,77,1
793,22,Female,Micro,4419349,TikTok/Reels,Beauty,4408.0,3.0,3166.0,Yes,51,0
794,26,Male,Mega,9383302,Live Stream,Health,1018.0,3.0,2635.0,No,40,0
795,19,Female,Mega,1768588,TikTok/Reels,Health,1005.0,9.0,1029.0,No,176,1
796,22,Female,Micro,8600469,Carousel,Tech,3309.0,3.0,1618.0,Yes,106,0
797,24,Male,Micro,2939493,Static Post,Tech,3827.0,8.0,4247.0,No,71,1
798,26,Non-binary,Macro,4485045,TikTok/Reels,Home,2818.0,8.0,3628.0,No,27,1
799,18,Female,Micro,8613984,TikTok/Reels,Beauty,3765.0,3.0,1235.0,No,59,0
800,24,Female,Micro,1639487,Static Post,Beauty,4994.0,10.0,2630.0,Y,74,1
801,22,Male,Micro,7415332,Live Stream,Fashion,2463.0,10.0,3983.0,Yes,53,1
802,24,Male,Micro,879269,Carousel,Fashion,891.0,6.0,1405.0,Yes,145,1
803,26,Female,Macro,50314,Live Stream,Home,674.0,8.0,4237.0,Yes,49,1
804,16,Non-binary,Celebrity,5810133,Carousel,Beauty,1826.0,8.0,,Yes,28,1
805,26,Male,Macro,7534006,Carousel,Fashion,3326.0,,1884.0,No,162,1
806,26,Female,Micro,1430911,TikTok/Reels,Beauty,3670.0,10.0,2184.0,No,152,0
807,19,Female,Macro,329897,Static Post,Beauty,4285.0,,218.0,Yes,174,0
808,23,Male,Macro,2395538,Live Stream,Fashion,3824.0,9.0,4350.0,N,101,1
809,18,Male,Micro,369406,TikTok/Reels,Tech,4955.0,8.0,811.0,Yes,23,1
810,25,Female,Celebrity,2459020,TikTok/Reels,Tech,3465.0,7.0,269.0,N,43,0
811,20,Male,Macro,1587444,TikTok/Reels,Fashion,4964.0,10.0,4978.0,No,110,1
812,15,Male,Celebrity,6275528,Live Stream,Home,1459.0,3.0,4699.0,Yes,34,1
813,23,Female,Macro,3775150,TikTok/Reels,Health,2147.0,7.0,3205.0,Yes,110,0
814,15,Male,Macro,5077703,Static Post,Beauty,3074.0,4.0,1186.0,No,139,1
815,19,Non-binary,Micro,7099630,TikTok/Reels,Health,3295.0,2.0,1733.0,Yes,48,1
816,18,Female,Macro,3767437,TikTok/Reels,Fashion,1186.0,8.0,4796.0,Yes,97,1
817,27,Female,Micro,2693787,Carousel,Beauty,304.0,2.0,2967.0,No,126,0
818,26,Female,Mega,1123731,TikTok/Reels,Health,3585.0,1.0,72.0,No,80,0
819,27,Male,Mega,4941172,Live Stream,Tech,3414.0,,4993.0,N,40,1
820,27,Non-binary,Mega,7792387,Live Stream,Home,721.0,10.0,4638.0,No,123,1
821,17,Female,Mega,8504135,Static Post,Health,1776.0,9.0,4061.0,Yes,47,1
822,27,Male,Mega,6521938,Live Stream,Home,3386.0,5.0,630.0,Yes,73,0
823,20,Male,Micro,2823097,Live Stream,Tech,3111.0,2.0,2842.0,No,52,0
824,16,Male,Macro,2613705,TikTok/Reels,Health,3111.0,10.0,877.0,No,26,0
825,17,Female,Macro,7647437,Static Post,Fashion,3736.0,4.0,756.0,No,83,1
826,19,Female,Macro,727272,Live Stream,Beauty,2799.0,8.0,2665.0,Yes,144,1
827,23,Female,Mega,7734290,Static Post,Tech,1970.0,7.0,4293.0,No,59,0
828,16,Male,Micro,5790937,Static Post,Home,177.0,5.0,1450.0,Yes,27,0
829,24,Female,Micro,5704209,Carousel,Home,1575.0,4.0,2540.0,Yes,42,1
830,22,Non-binary,Celebrity,2307142,Carousel,Tech,4833.0,5.0,81.0,Yes,45,0
831,16,Female,Macro,7363481,TikTok/Reels,Fashion,,7.0,1331.0,No,86,1
832,25,Female,Micro,9335971,Live Stream,Fashion,2434.0,5.0,1722.0,No,23,0
833,27,Male,Mega,140648,TikTok/Reels,Home,1824.0,8.0,356.0,Yes,111,0
834,19,Male,Celebrity,8828698,TikTok/Reels,Tech,1213.0,7.0,1319.0,Yes,38,1
835,21,Female,Micro,1519991,Static Post,Tech,259.0,7.0,579.0,No,119,1
836,22,Female,Mega,8329316,Static Post,Beauty,1524.0,9.0,4395.0,No,102,1
837,15,Non-binary,Celebrity,4582024,Static Post,Home,1832.0,8.0,645.0,Yes,143,1
838,20,Female,Celebrity,5213246,TikTok/Reels,Fashion,4514.0,8.0,2233.0,No,5,0
839,15,Female,Celebrity,856860,Live Stream,Health,2510.0,6.0,2631.0,No,25,0
840,16,Male,Macro,4943312,TikTok/Reels,Fashion,4059.0,7.0,3299.0,Yes,66,1
841,15,Female,Micro,4199625,TikTok/Reels,Fashion,2621.0,8.0,,Yes,67,1
842,25,Male,Micro,4987512,TikTok/Reels,Health,4960.0,5.0,233.0,No,14,0
843,19,Female,Micro,3124544,Carousel,Home,700.0,10.0,1034.0,Yes,28,0
844,24,Female,Macro,6570719,Carousel,Beauty,2458.0,2.0,2222.0,Yes,117,0
845,23,Female,Micro,3832657,Live Stream,Fashion,1654.0,7.0,2820.0,No,82,0
846,20,Female,Micro,7861741,Carousel,Fashion,4783.0,10.0,,No,122,1
847,25,Female,Micro,6422534,TikTok/Reels,Home,1619.0,3.0,1735.0,No,110,0
848,25,Female,Micro,2792108,Carousel,Home,2489.0,10.0,4277.0,No,146,1
849,15,Male,Mega,316111,Carousel,Tech,1004.0,8.0,941.0,No,70,1
850,27,Female,Micro,4086572,TikTok/Reels,Home,1749.0,6.0,349.0,Yes,58,0
851,15,Female,Macro,4008883,Live Stream,Home,1216.0,4.0,2686.0,Yes,73,0
852,16,Male,Macro,8502228,Carousel,Fashion,1623.0,2.0,1405.0,Yes,109,0
853,23,Male,Micro,7740916,TikTok/Reels,Beauty,4366.0,7.0,3627.0,No,74,0
854,17,Female,Celebrity,7349227,TikTok/Reels,Fashion,4820.0,1.0,1545.0,No,19,0
855,15,Non-binary,Macro,9496179,TikTok/Reels,Home,3179.0,7.0,,Y,17,1
856,19,Female,Micro,8519720,Static Post,Tech,4876.0,10.0,1751.0,Yes,97,1
857,21,Female,Micro,1792770,TikTok/Reels,Beauty,3339.0,10.0,,No,41,0
858,20,Male,Micro,6330706,Carousel,Tech,4505.0,7.0,4381.0,Yes,40,1
859,26,Male,Micro,783129,Carousel,Health,3900.0,10.0,1354.0,Yes,57,1
860,15,Female,Micro,9323188,TikTok/Reels,Tech,2034.0,3.0,3632.0,No,118,0
861,19,Female,Macro,8097967,Static Post,Tech,3726.0,4.0,4288.0,Y,55,0
862,19,Male,Mega,8192187,Static Post,Home,4479.0,4.0,1168.0,Yes,173,1
863,20,Female,Macro,6860186,Static Post,Home,3808.0,4.0,4766.0,No,47,1
864,17,Non-binary,Micro,1579256,Carousel,Home,2641.0,9.0,4044.0,N,161,1
865,19,Female,Micro,7849225,Static Post,Home,4549.0,6.0,2585.0,Yes,177,1
866,21,Male,Macro,1566474,Live Stream,Home,298.0,10.0,4707.0,No,167,1
867,19,Male,Micro,3619789,Live Stream,Tech,2282.0,9.0,900.0,No,44,1
868,19,Male,Micro,8414417,Static Post,Health,2774.0,4.0,3341.0,Y,5,1
869,19,Male,Mega,7456127,Live Stream,Home,4135.0,7.0,4146.0,No,6,0
870,24,Male,Micro,624761,TikTok/Reels,Health,3592.0,10.0,127.0,Yes,114,1
871,24,Female,Mega,2565527,Static Post,Health,4071.0,9.0,1675.0,Yes,59,1
872,17,Female,Micro,7840334,Static Post,Fashion,1463.0,10.0,1777.0,Yes,38,1
873,15,Female,Celebrity,8988606,Static Post,Fashion,1951.0,3.0,233.0,No,155,0
874,19,Male,Macro,8675106,TikTok/Reels,Beauty,4536.0,3.0,2495.0,Yes,10,0
875,23,Male,Mega,4853976,TikTok/Reels,Fashion,3700.0,6.0,583.0,No,16,0
876,15,Female,Micro,3454705,Static Post,Home,486.0,8.0,1466.0,No,89,1
877,17,Female,Mega,5772486,Carousel,Health,4198.0,1.0,502.0,Yes,100,0
878,27,Female,Mega,2460288,Carousel,Beauty,4871.0,4.0,4380.0,No,106,1
879,27,Male,Macro,6450720,Live Stream,Fashion,1761.0,8.0,,Yes,155,0
880,18,Male,Macro,1943849,TikTok/Reels,Tech,2557.0,,1499.0,Yes,106,0
881,15,Male,Mega,1150302,Live Stream,Beauty,311.0,2.0,935.0,Yes,28,0
882,15,Non-binary,Micro,6381655,Live Stream,Home,4754.0,8.0,2591.0,Yes,84,1
883,22,Female,Macro,2479491,Static Post,Health,656.0,1.0,355.0,Yes,160,1
884,16,Male,Mega,1031412,Carousel,Home,2704.0,1.0,,No,33,0
885,26,Female,Micro,169561,Live Stream,Home,3218.0,7.0,1445.0,Yes,131,1
886,22,Female,Micro,3397859,Static Post,Tech,3802.0,10.0,2659.0,Yes,19,1
887,21,Female,Macro,4747865,TikTok/Reels,Tech,2790.0,3.0,3280.0,Yes,29,0
888,24,Female,Mega,4749065,Live Stream,Health,2093.0,8.0,3974.0,Yes,72,0
889,24,Male,Micro,586698,Carousel,Fashion,573.0,9.0,2504.0,Yes,118,0
890,16,Female,Micro,4602199,TikTok/Reels,Home,1866.0,8.0,2146.0,Yes,101,0
891,20,Male,Micro,4550429,Static Post,Fashion,140.0,1.0,1210.0,Yes,89,1
892,20,Non-binary,Mega,6337766,TikTok/Reels,Health,2750.0,1.0,629.0,Yes,93,0
893,17,Male,Micro,3754422,Live Stream,Home,2194.0,6.0,2717.0,Y,154,1
894,25,Female,Macro,5618789,TikTok/Reels,Fashion,4091.0,1.0,4882.0,Yes,40,1
895,16,Male,Micro,9726320,TikTok/Reels,Home,2085.0,8.0,1494.0,Yes,178,1
896,26,Female,Mega,9467617,TikTok/Reels,Tech,3964.0,6.0,1107.0,No,133,0
897,15,Male,Celebrity,6056245,Carousel,Tech,3756.0,5.0,,No,53,1
898,20,Male,Micro,5157828,Live Stream,Beauty,4922.0,6.0,4986.0,No,123,1
899,26,Male,Micro,8287772,Static Post,Health,3616.0,4.0,3434.0,Yes,69,1
900,19,Female,Mega,2429581,Carousel,Fashion,2367.0,1.0,3054.0,Yes,58,0
901,25,Male,Micro,9286161,Live Stream,Home,1743.0,7.0,2815.0,Yes,14,0
902,23,Female,Micro,4623791,Static Post,Beauty,1038.0,10.0,3781.0,Yes,64,1
903,15,Female,Mega,9642647,Static Post,Health,4537.0,9.0,2035.0,Yes,72,0
904,21,Female,Celebrity,6141994,Static Post,Health,3408.0,4.0,169.0,Yes,154,1
905,19,Female,Macro,24439,Live Stream,Health,3084.0,4.0,3831.0,Yes,24,0
906,19,Female,Micro,9796154,Static Post,Fashion,2126.0,9.0,2296.0,Yes,31,1
907,16,Male,Micro,9006672,Static Post,Tech,3226.0,4.0,4757.0,Y,114,1
908,25,Non-binary,Micro,1487709,Carousel,Beauty,4232.0,10.0,2787.0,Yes,136,1
909,17,Female,Mega,4549793,Static Post,Fashion,1463.0,4.0,3315.0,Yes,55,0
910,21,Female,Mega,5094659,TikTok/Reels,Home,949.0,8.0,631.0,Yes,110,1
911,20,Female,Mega,5065195,Carousel,Fashion,329.0,4.0,804.0,Yes,146,0
912,26,Female,Micro,245361,Carousel,Home,2598.0,9.0,3034.0,Yes,98,1
913,16,Female,Macro,1483988,Live Stream,Home,2403.0,8.0,,Yes,61,1
914,20,Non-binary,Micro,6971385,Static Post,Health,2580.0,5.0,4480.0,Yes,67,1
915,16,Female,Micro,907030,TikTok/Reels,Fashion,4403.0,9.0,3412.0,Yes,167,1
916,16,Female,Mega,5069707,TikTok/Reels,Tech,3810.0,8.0,4988.0,Yes,142,1
917,16,Female,Micro,4643824,Static Post,Home,3002.0,10.0,3869.0,No,53,1
918,25,Male,Macro,7464331,Static Post,Health,3564.0,4.0,791.0,No,33,0
919,17,Male,Macro,4690948,Live Stream,Tech,2867.0,4.0,4141.0,No,10,0
920,16,Non-binary,Celebrity,6718071,TikTok/Reels,Fashion,2991.0,1.0,2551.0,Yes,18,0
921,18,Male,Mega,3958396,Carousel,Tech,2182.0,4.0,,Yes,127,1
922,23,Female,Mega,5729831,Live Stream,Fashion,1337.0,,3214.0,Yes,83,0
923,20,Female,Macro,1790806,Live Stream,Home,2173.0,5.0,3356.0,No,41,0
924,15,Male,Micro,9930153,Carousel,Beauty,2164.0,6.0,4925.0,N,105,1
925,22,Female,Macro,9356643,Live Stream,Beauty,728.0,4.0,2572.0,No,129,0
926,26,Male,Macro,8470178,Static Post,Home,3307.0,5.0,,Yes,157,0
927,21,Female,Macro,3927427,Carousel,Tech,4773.0,10.0,2094.0,Yes,179,0
928,24,Female,Macro,953573,Carousel,Fashion,1001.0,8.0,4623.0,Yes,19,1
929,17,Male,Micro,1778182,TikTok/Reels,Beauty,1152.0,9.0,,N,142,1
930,15,Male,Micro,694920,Carousel,Fashion,221.0,3.0,3993.0,Yes,162,1
931,19,Male,Micro,5695166,Live Stream,Home,1055.0,10.0,4296.0,Yes,144,1
932,27,Female,Macro,436643,TikTok/Reels,Tech,1085.0,4.0,2301.0,Yes,167,0
933,18,Male,Macro,3010192,Live Stream,Fashion,,1.0,,No,7,1
934,24,Female,Macro,3076152,Static Post,Tech,4532.0,5.0,1572.0,Yes,46,1
935,22,Female,Micro,4792344,Static Post,Beauty,1089.0,4.0,3028.0,No,99,0
936,15,Female,Micro,7549352,TikTok/Reels,Fashion,2419.0,6.0,2537.0,Y,120,1
937,24,Female,Mega,8756055,TikTok/Reels,Health,1000.0,6.0,504.0,Yes,79,0
938,15,Female,Mega,5402882,Live Stream,Beauty,2185.0,10.0,1945.0,Yes,49,1
939,26,Female,Macro,1959303,Static Post,Tech,4091.0,6.0,1861.0,No,112,1
940,18,Female,Macro,9815615,TikTok/Reels,Home,4620.0,3.0,3722.0,No,170,0
941,22,Female,Micro,3256298,Static Post,Health,4808.0,7.0,3683.0,Yes,84,1
942,19,Female,Mega,1654986,Static Post,Fashion,3679.0,3.0,403.0,Yes,105,0
943,16,Female,Mega,7373432,Static Post,Beauty,2901.0,6.0,4331.0,Yes,75,1
944,20,Female,Macro,4327943,Live Stream,Fashion,2303.0,10.0,1619.0,Yes,56,1
945,19,Male,Macro,8961774,Live Stream,Fashion,970.0,1.0,2906.0,Yes,62,1
946,16,Female,Macro,2147002,Static Post,Health,,8.0,3013.0,No,3,0
947,27,Female,Macro,3016750,Static Post,Health,3001.0,7.0,3616.0,Yes,117,1
948,25,Female,Macro,9056103,Static Post,Health,,9.0,4728.0,Yes,3,0
949,25,Male,Macro,59791,Carousel,Health,2602.0,,1569.0,No,77,0
950,25,Male,Macro,8210842,Carousel,Home,3502.0,8.0,3716.0,N,11,1
951,17,Male,Micro,7923872,Live Stream,Tech,2290.0,,,Yes,77,0
952,23,Male,Celebrity,140118,Static Post,Health,3981.0,9.0,4683.0,Yes,168,1
953,21,Male,Mega,7269516,Carousel,Beauty,4681.0,1.0,1843.0,N,3,0
954,21,Male,Micro,5946046,TikTok/Reels,Fashion,3306.0,10.0,3378.0,Yes,122,1
955,25,Male,Macro,6555954,TikTok/Reels,Health,3757.0,7.0,2964.0,Yes,66,0
956,20,Female,Micro,2727217,Static Post,Beauty,3196.0,10.0,4665.0,No,82,1
957,22,Female,Micro,5863520,Carousel,Home,3177.0,1.0,3169.0,N,86,0
958,18,Female,Micro,2471394,TikTok/Reels,Beauty,2737.0,6.0,2172.0,No,45,0
959,22,Non-binary,Macro,590352,Live Stream,Beauty,3185.0,1.0,3420.0,Yes,35,0
960,18,Male,Mega,9757512,TikTok/Reels,Home,3045.0,4.0,3043.0,Yes,74,1
961,22,Male,Macro,8417032,Live Stream,Home,3570.0,7.0,1249.0,Yes,107,1
962,23,Female,Macro,7027855,TikTok/Reels,Fashion,4401.0,2.0,2697.0,Yes,174,1
963,17,Female,Macro,3805130,TikTok/Reels,Health,1723.0,3.0,2753.0,Yes,161,1
964,17,Female,Micro,7305737,Carousel,Beauty,3056.0,4.0,4434.0,Yes,6,1
965,25,Female,Micro,3645221,TikTok/Reels,Tech,3386.0,6.0,4934.0,Yes,111,1
966,27,Male,Mega,8662978,TikTok/Reels,Tech,,9.0,3884.0,No,70,0
967,16,Male,Celebrity,7708410,Live Stream,Fashion,1581.0,4.0,94.0,N,55,0
968,27,Female,Macro,4668818,Live Stream,Tech,357.0,6.0,4291.0,Yes,39,1
969,24,Male,Macro,1041062,TikTok/Reels,Fashion,552.0,7.0,,Yes,138,1
970,17,Female,Celebrity,4790239,Static Post,Health,897.0,,4617.0,Yes,62,1
971,17,Non-binary,Micro,3739633,TikTok/Reels,Fashion,4569.0,6.0,4848.0,Yes,96,0
972,19,Female,Mega,8550495,TikTok/Reels,Home,2610.0,3.0,1675.0,Yes,22,0
973,19,Female,Macro,4892894,Carousel,Home,4269.0,5.0,12.0,No,37,0
974,16,Female,Macro,7535476,TikTok/Reels,Home,340.0,10.0,2301.0,Yes,2,1
975,26,Female,Micro,1818820,TikTok/Reels,Home,1811.0,4.0,4083.0,Yes,151,1
976,24,Female,Macro,8050412,Live Stream,Home,4317.0,7.0,372.0,Yes,144,1
977,27,Male,Mega,6693666,Live Stream,Home,2101.0,6.0,4489.0,Yes,47,0
978,20,Male,Micro,3674547,Live Stream,Home,3426.0,7.0,417.0,Yes,66,1
979,19,Male,Macro,5908583,Live Stream,Home,2380.0,6.0,816.0,No,7,1
980,20,Female,Micro,9143988,TikTok/Reels,Home,595.0,2.0,4869.0,No,169,0
981,15,Male,Mega,5119037,Static Post,Health,3210.0,7.0,1803.0,No,164,1
982,19,Female,Macro,2845814,Carousel,Home,825.0,8.0,3612.0,Yes,82,1
983,23,Female,Mega,9520308,Carousel,Fashion,1930.0,7.0,3404.0,No,152,1
984,26,Male,Micro,9089757,Static Post,Health,1920.0,4.0,2939.0,Yes,149,0
985,24,Male,Micro,758758,Static Post,Tech,1915.0,4.0,1332.0,No,29,0
986,16,Female,Micro,928028,Carousel,Beauty,190.0,5.0,3246.0,Yes,166,0
987,15,Female,Micro,7987227,TikTok/Reels,Health,3531.0,9.0,755.0,No,136,1
988,24,Non-binary,Micro,1829864,Carousel,Home,2068.0,5.0,3525.0,Yes,50,0
989,27,Female,Macro,4283378,Static Post,Health,2483.0,2.0,1796.0,No,25,1
990,25,Female,Micro,9546529,TikTok/Reels,Beauty,3778.0,5.0,3969.0,Yes,81,1
991,23,Male,Macro,9656018,Carousel,Beauty,4707.0,3.0,,Yes,14,1
992,24,Female,Micro,1505895,TikTok/Reels,Home,701.0,10.0,2177.0,Y,93,1
993,23,Female,Macro,7792829,TikTok/Reels,Home,526.0,8.0,3556.0,Yes,136,1
994,23,Female,Mega,5298083,Static Post,Fashion,2118.0,10.0,2050.0,Yes,16,0
995,20,Male,Macro,5784083,Live Stream,Beauty,1555.0,10.0,1989.0,Yes,88,1
996,22,Male,Celebrity,9626243,Carousel,Home,105.0,2.0,554.0,Yes,152,0
997,25,Male,Micro,4163974,Static Post,Beauty,2533.0,4.0,265.0,Yes,125,0
998,27,Non-binary,Macro,8311774,Carousel,Fashion,1472.0,5.0,922.0,Yes,70,0
999,15,Male,Macro,3626991,Live Stream,Tech,739.0,4.0,2071.0,Yes,92,0
1000,24,Female,Macro,2220369,Live Stream,Beauty,3861.0,5.0,533.0,Yes,61,0
1001,18,Female,Macro,4341405,Live Stream,Fashion,4104.0,10.0,3983.0,Yes,11,1
1002,15,Male,Macro,8478675,Live Stream,Fashion,2329.0,4.0,1693.0,Yes,52,0
1003,22,Male,Macro,7411085,Carousel,Fashion,4759.0,3.0,4975.0,N,65,1
1004,15,Male,Macro,6445489,TikTok/Reels,Health,3910.0,1.0,2051.0,No,107,0
1005,17,Male,Celebrity,9333947,TikTok/Reels,Home,3405.0,4.0,3690.0,No,57,0
1006,27,Female,Celebrity,68952,Live Stream,Beauty,544.0,9.0,4903.0,Yes,161,1
1007,18,Female,Micro,6806528,Live Stream,Health,4040.0,1.0,2831.0,N,152,1
1008,22,Female,Micro,5760951,TikTok/Reels,Beauty,4394.0,7.0,4327.0,Y,92,1
1009,20,Female,Mega,3748235,Static Post,Health,3094.0,3.0,2920.0,Yes,86,1
1010,24,Female,Celebrity,9302345,Live Stream,Home,611.0,8.0,4845.0,N,108,1
1011,26,Male,Micro,5268872,TikTok/Reels,Fashion,1088.0,6.0,4167.0,No,80,0
1012,21,Male,Micro,5881322,Static Post,Beauty,1500.0,1.0,4623.0,No,110,1
1013,22,Female,Celebrity,2274162,TikTok/Reels,Fashion,1911.0,10.0,885.0,Yes,103,0
1014,16,Male,Mega,7071831,Static Post,Home,644.0,5.0,1458.0,Y,149,1
1015,27,Male,Micro,9351847,Carousel,Beauty,2632.0,8.0,3795.0,Yes,144,1
1016,24,Female,Macro,7653910,Static Post,Tech,2108.0,3.0,,Yes,30,0
1017,25,Male,Celebrity,4191635,Live Stream,Tech,3531.0,4.0,3410.0,No,71,0
1018,22,Male,Mega,206532,Static Post,Tech,4184.0,7.0,4024.0,Yes,81,1
1019,17,Male,Mega,4845218,Static Post,Home,2314.0,6.0,562.0,Yes,66,0
1020,21,Male,Mega,6242841,Live Stream,Tech,3764.0,7.0,,Yes,17,1
1021,17,Male,Micro,6054572,Carousel,Beauty,926.0,9.0,2971.0,Yes,55,1
1022,21,Female,Mega,7007423,Static Post,Tech,2283.0,9.0,344.0,No,98,0
1023,25,Female,Micro,9500036,Carousel,Beauty,2261.0,2.0,2716.0,Yes,8,0
1024,26,Female,Celebrity,478563,TikTok/Reels,Home,1374.0,3.0,2678.0,Yes,61,0
1025,27,Non-binary,Micro,7412289,TikTok/Reels,Fashion,1615.0,,1672.0,Yes,11,0
1026,16,Female,Mega,8561871,Live Stream,Health,1411.0,6.0,3127.0,No,54,0
1027,24,Female,Micro,3023488,Carousel,Tech,3622.0,5.0,4893.0,No,9,1
1028,20,Male,Macro,4708583,Live Stream,Health,614.0,6.0,3953.0,Yes,127,1
1029,17,Non-binary,Micro,705914,Live Stream,Fashion,4882.0,8.0,1119.0,Yes,86,1
1030,17,Male,Macro,2841999,Static Post,Home,1118.0,2.0,1912.0,Yes,91,0
1031,23,Female,Mega,4511465,TikTok/Reels,Home,1394.0,6.0,3002.0,No,38,1
1032,21,Female,Mega,1500090,Live Stream,Fashion,,9.0,2262.0,Yes,133,0
1033,19,Female,Macro,4639909,Static Post,Health,2439.0,5.0,,No,85,0
1034,26,Female,Micro,729666,Static Post,Tech,1356.0,1.0,,Yes,105,0
1035,24,Female,Celebrity,8994526,Carousel,Beauty,2377.0,8.0,2452.0,No,24,0
1036,21,Male,Mega,9380583,TikTok/Reels,Home,3084.0,4.0,2768.0,Yes,138,1
1037,23,Non-binary,Mega,5967451,Carousel,Fashion,3968.0,8.0,782.0,Yes,167,0
1038,15,Female,Mega,3795146,Carousel,Health,1243.0,4.0,96.0,Y,46,0
1039,21,Male,Mega,5386192,Live Stream,Tech,4712.0,8.0,,Yes,174,0
1040,20,Male,Macro,2032172,Carousel,Health,,9.0,4636.0,Yes,147,1
1041,24,Female,Mega,2560909,Live Stream,Tech,2523.0,5.0,4911.0,Yes,47,1
1042,26,Male,Macro,9102949,Carousel,Beauty,3670.0,,2238.0,Yes,3,0
1043,23,Female,Mega,935836,Static Post,Beauty,2033.0,2.0,916.0,No,177,0
1044,15,Female,Mega,2374684,TikTok/Reels,Fashion,2583.0,9.0,3349.0,Yes,18,1
1045,27,Male,Micro,6536791,TikTok/Reels,Fashion,1844.0,4.0,2586.0,No,119,0
1046,18,Female,Micro,8915590,TikTok/Reels,Tech,1068.0,,4180.0,Yes,17,1
1047,23,Non-binary,Micro,5371607,Static Post,Tech,2645.0,2.0,2488.0,No,111,0
1048,18,Female,Micro,9393789,Static Post,Tech,2746.0,3.0,3793.0,Yes,174,1
1049,24,Male,Macro,4021362,Carousel,Tech,876.0,4.0,2837.0,Yes,49,1
1050,17,Female,Mega,1573464,Carousel,Beauty,1432.0,9.0,2386.0,Yes,153,1
1051,23,Female,Micro,4627940,Carousel,Fashion,2216.0,6.0,,Yes,96,1
1052,27,Female,Macro,7443917,Carousel,Fashion,2487.0,,1202.0,Yes,93,1
1053,16,Male,Celebrity,5806023,TikTok/Reels,Home,3202.0,5.0,4769.0,No,162,0
1054,18,Male,Mega,2670086,Carousel,Fashion,3213.0,9.0,729.0,Yes,107,0
1055,20,Male,Macro,3581196,Static Post,Fashion,,,316.0,No,104,0
1056,16,Male,Mega,6899501,Static Post,Health,3035.0,6.0,75.0,No,133,0
1057,22,Male,Macro,2582517,Static Post,Health,4209.0,3.0,3046.0,Yes,2,1
1058,22,Male,Micro,8100542,Live Stream,Home,1444.0,7.0,203.0,No,34,0
1059,15,Male,Micro,4853033,Live Stream,Tech,2140.0,10.0,4288.0,No,132,1
1060,26,Male,Micro,5094032,Live Stream,Home,2773.0,6.0,3775.0,Y,102,0
1061,17,Male,Micro,8215369,Carousel,Home,1654.0,8.0,2944.0,Yes,46,1
1062,24,Male,Celebrity,4194319,TikTok/Reels,Beauty,788.0,6.0,4355.0,Yes,22,1
1063,23,Female,Mega,7141440,TikTok/Reels,Fashion,4968.0,10.0,3051.0,Yes,74,1
1064,19,Male,Macro,3313739,Carousel,Beauty,3551.0,4.0,2663.0,Yes,58,0
1065,20,Male,Macro,9697337,Carousel,Fashion,1633.0,,431.0,No,169,0
1066,18,Female,Micro,9857570,Live Stream,Home,218.0,7.0,2763.0,Yes,63,0
1067,24,Female,Mega,4791500,Static Post,Fashion,4258.0,7.0,4791.0,Yes,172,1
1068,16,Female,Mega,6416962,Static Post,Tech,4654.0,8.0,3162.0,No,122,0
1069,25,Male,Micro,7254504,Live Stream,Tech,4153.0,2.0,197.0,Yes,175,0
1070,22,Male,Micro,1923244,Live Stream,Home,2951.0,6.0,38.0,No,25,1
1071,25,Female,Macro,2860281,TikTok/Reels,Health,1712.0,,2518.0,Yes,153,1
1072,27,Male,Macro,8316462,Live Stream,Tech,3132.0,8.0,2126.0,Yes,139,1
1073,20,Male,Macro,7018415,Static Post,Home,2882.0,4.0,728.0,Yes,100,1
1074,19,Female,Macro,2970137,Static Post,Beauty,3035.0,4.0,3899.0,No,69,1
1075,23,Male,Macro,4934574,Carousel,Health,4162.0,2.0,3165.0,Yes,58,0
1076,15,Non-binary,Micro,9788763,TikTok/Reels,Tech,3987.0,6.0,,No,173,0
1077,19,Male,Micro,1098584,Carousel,Home,3883.0,6.0,4227.0,Yes,76,1
1078,20,Male,Macro,6883538,TikTok/Reels,Home,2725.0,1.0,2124.0,No,108,0
1079,19,Non-binary,Mega,3461762,Carousel,Beauty,3643.0,8.0,4134.0,Yes,49,0
1080,20,Male,Celebrity,8767011,TikTok/Reels,Beauty,1248.0,3.0,3771.0,No,78,0
